A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,B01,B02,B03,C01,C02,C03,C04,C05,C06,C07,D01,D02,D03,E01,F01,F02,F03,F04,F05,F06,G01,G02,G03,G04,WA,SP,TEAM,VENDOR_UID,RESPONDED_AT
5,4,2,5,1,1,1,4,3,5,2,3,2,1,5,1,5,5,5,5,5,5,5,5,5,5,3,4,4,3,3,,,,4,3,2,2,16,4,Pre Surgery,68420d07a7ff816b22d9f194db66a33b,2024-09-05 10:01:08
4,2,2,4,4,2,3,5,3,4,3,4,2,2,4,2,4,4,5,4,5,,5,4,5,5,3,3,3,4,4,3,3,2,2,2,2,1,34,4,Stepdown Intermediate Care 002,8217fa2ba6b1a507153a734bf273547c,2024-09-05 10:09:55
5,4,5,5,,,,4,,,4,4,,,,,,5,5,5,,,,,,,1,3,3,3,4,,3,3,2,1,3,1,2,4,OB High Risk Unit 001,16e134e1e51554f2091e69e11d8ef6ea,2024-09-05 10:32:33
4,4,2,4,2,2,3,4,3,4,2,4,2,2,4,2,4,5,5,5,5,5,5,2,,5,3,3,2,2,4,4,5,4,2,1,2,1,5,4,Stepdown Intermediate Care 002,61c97603692978d7e5465d6ae8a7570b,2024-09-05 10:37:41
4,4,2,5,,2,,4,3,4,3,5,,2,5,2,5,5,5,5,5,5,5,2,,,1,4,5,4,3,3,3,4,1,1,2,1,2,4,Cardiac Care,2536994513dc4ddd60b780d0101903b4,2024-09-05 10:45:45
4,3,1,2,3,2,3,4,2,4,2,4,2,2,3,1,4,4,3,3,4,4,4,3,,,2,4,4,3,3,4,2,4,2,2,2,1,10,4,Oncology Unit 001,695be0f54c94497339ef4bf6b8768f3c,2024-09-05 11:09:45
4,2,2,4,4,2,4,4,3,4,2,4,4,4,4,3,4,5,5,5,4,3,4,2,3,4,3,2,4,4,4,4,4,4,3,3,1,1,2,4,Stepdown Intermediate Care 002,f73e9d1115255bc606f9a5431f62dff2,2024-09-05 11:35:28
4,3,5,5,3,3,,5,2,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,4,4,4,4,2,2,1,1,3,24,Nursing Unit 002,06ce543444edbba45733b5a102d06e7b,2024-09-05 11:36:04
5,3,3,4,2,4,4,4,1,4,4,3,2,2,4,2,4,3,3,3,3,2,3,4,4,3,2,3,4,4,4,2,2,4,4,2,2,1,2,24,Surgery,48764a160b69eee857b348b6ee1062a1,2024-09-05 11:37:55
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,4,4,4,5,,5,1,4,5,4,5,5,5,5,1,2,5,4,4,3,1,11,16,Neonatal ICU,e95a287017648c395e6250bab011dc86,2024-09-05 11:46:03
4,1,4,2,3,2,2,4,2,4,3,2,3,2,4,2,3,,,,4,,,,,,1,3,,,,,,,1,1,2,1,21,14,Diagnostic Radiology,81ee64a8dd47b5a1ab52a08519feb468,2024-09-05 11:58:28
2,1,2,2,4,5,5,1,5,1,4,2,5,,1,3,2,4,4,4,3,3,3,4,4,4,2,3,5,4,5,4,2,4,2,1,2,1,18,1,Observation,dd6f85ee303ae1fb2e41f3bcabc99795,2024-09-05 12:11:34
4,4,2,2,1,4,5,5,2,2,2,2,4,4,1,4,3,3,2,3,2,2,1,4,3,4,3,3,2,2,4,3,3,4,3,2,2,1,8,4,Intensive Care Unit,d250f1418fc46864a486452ae8f83542,2024-09-05 12:16:40
5,5,3,4,2,3,2,5,1,5,3,4,3,3,5,1,5,3,5,5,5,5,4,2,5,5,2,5,2,3,4,3,1,2,2,2,1,1,5,4,Cardiac Care,b569f44ff23f72a903351005d1cad4ea,2024-09-05 12:34:23
4,5,3,4,2,1,1,5,3,4,3,4,1,2,5,1,5,4,4,4,4,4,5,2,4,4,1,4,5,5,2,4,4,4,4,2,3,2,8,15,Intensive Care Unit,b3c23e070bce1618d4d323cee2a25b40,2024-09-05 12:51:53
2,5,2,,4,4,4,3,3,1,2,4,3,2,5,2,5,3,5,,5,5,5,2,2,5,2,3,3,4,,4,4,,4,4,2,1,5,14,Electrocardiography EKG,e5bc9f78929cbf4c2d5a98ef49b266d7,2024-09-05 12:58:47
5,5,1,4,4,2,2,5,2,4,1,4,2,1,5,1,4,4,4,4,3,4,4,2,3,4,3,4,5,5,2,2,2,5,2,2,2,1,6,4,Freestanding ER Dept 002,fdcd337f64229c5534e4f1b5025d16e6,2024-09-05 13:11:52
5,,,5,,,,4,2,5,,,,,5,2,5,4,4,4,,4,,2,,,1,5,2,2,3,,,,2,1,1,1,8,3,Neuro Trauma ICU 001,040725eeb91f83b742d915ed552ee8ea,2024-09-05 13:13:58
5,4,2,4,1,2,2,4,2,4,3,3,2,1,5,2,4,4,3,4,4,4,4,2,2,,1,3,5,4,2,,,,3,3,2,1,6,3,Observation Unit 002,70a26fdb7bed9dd069ade6a9c323fafa,2024-09-05 13:15:06
5,5,1,4,3,1,1,5,1,5,2,4,1,1,5,1,5,4,4,4,4,4,4,2,4,4,3,5,4,4,4,3,2,5,4,4,2,1,11,16,Pediatric ICU Unit 001,23aa42b6e568ccf8b81795b72bbce2f2,2024-09-05 13:15:20
5,4,2,4,2,2,2,5,2,4,2,4,2,2,4,3,4,5,5,5,5,5,5,3,5,5,1,4,4,4,4,2,2,3,4,4,2,1,1,10,Physical Therapy,c1c67f7eddc9b17d73c331cf624c802c,2024-09-05 13:27:53
5,4,2,3,2,1,2,5,2,3,2,4,3,2,4,2,4,3,4,4,5,5,5,3,4,4,1,5,5,4,5,2,2,4,4,4,2,1,8,4,Neuro Trauma ICU 001,890044fb2bb988afa853a90a4c8fa86d,2024-09-05 13:43:18
5,2,3,5,5,1,1,5,2,5,3,5,2,2,5,1,5,4,4,4,4,4,5,2,4,4,3,3,5,5,1,2,2,5,4,4,3,1,21,15,Imaging Administration,42a3ec4af83b198ca4eedd977e19d13d,2024-09-05 14:11:05
5,4,2,4,2,2,2,4,2,4,2,4,2,2,5,1,5,5,5,5,5,5,5,1,5,5,2,4,4,4,2,2,2,4,4,3,1,1,6,4,Observation,b83fe279734cbd03bed9c841ec6e6438,2024-09-05 14:16:45
5,4,4,4,3,3,3,4,3,3,3,4,3,3,5,2,3,,,,,,,,,,1,5,,,,,,,1,1,2,1,6,4,Observation Unit 002,20bd23af38fbf6bb622daf8ffb021828,2024-09-05 14:30:17
4,1,3,4,4,3,3,4,2,3,4,3,3,2,4,2,4,3,3,3,,,4,2,2,,1,3,3,3,2,2,2,4,1,1,2,1,34,4,Orthopedics Unit 001,ec4aaf26d347d9d3a21ab8487a78edec,2024-09-05 14:34:54
5,1,1,4,1,1,1,5,1,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,4,5,4,4,1,1,5,5,5,5,3,3,2,1,11,4,Neonatal ICU Unit 002,d9a0449409bc55a4fcb907c89506cf00,2024-09-05 14:35:45
4,5,3,5,4,4,5,2,5,2,4,4,5,2,3,2,3,2,4,4,3,,3,4,2,,2,3,5,4,3,2,3,5,2,2,2,1,34,4,Orthopedics Unit 001,fed4ac45654c29b3bd2e7db0ac06e40a,2024-09-05 14:35:45
4,4,2,2,4,3,3,5,4,3,4,4,3,2,4,2,2,3,2,3,4,2,3,2,2,2,3,3,4,4,3,2,2,4,2,2,2,1,6,4,Observation Unit 002,3559afc5e760bec8da7d60998e594af6,2024-09-05 15:04:34
5,4,3,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,5,,1,5,5,5,1,1,1,5,1,1,2,1,34,14,Neuro Science Unit,363228b2ab841b20e6b560c45b2a49d6,2024-09-05 17:40:26
2,3,3,2,2,3,2,2,4,3,3,3,2,3,4,2,4,3,3,3,3,3,3,3,4,4,1,2,2,2,2,4,3,3,2,2,3,1,6,3,Emergency Department,7b940f60c8e3725dae6e8bd030cc174e,2024-09-05 18:49:01
5,4,2,4,2,2,2,5,2,4,2,4,2,2,4,2,4,4,4,5,5,5,5,2,5,5,3,4,4,4,4,2,2,4,3,3,1,1,11,4,Neonatal ICU,c01abf437ffecb7d4323be15ba0dda9f,2024-09-05 19:53:11
5,2,3,4,3,4,5,5,2,4,5,4,2,3,4,3,4,5,4,4,4,,3,3,2,5,2,4,5,4,4,2,2,4,2,2,2,1,11,4,Peds Acute Care,a97d88c6b38b2cda6b76b69ef2fb8f5d,2024-09-05 20:58:49
5,4,2,4,4,2,2,5,2,4,2,4,2,2,4,2,5,4,4,5,4,3,4,2,5,5,2,3,3,3,3,3,3,3,2,1,3,1,11,4,Peds Acute Care,27edf9ba11a98bc9e4ec593e7ab13151,2024-09-05 21:03:30
5,3,3,3,3,3,3,4,3,4,3,2,3,3,4,2,4,3,3,3,3,2,3,3,2,3,2,3,3,3,4,4,4,2,2,2,2,1,1,4,Float Staffing 001,42d01ca048332f4a94c084850b1d9697,2024-09-05 22:33:52
5,4,2,2,2,3,2,5,3,4,2,5,2,2,4,2,4,4,4,5,5,5,5,1,4,5,2,4,5,5,1,1,1,5,3,2,2,1,6,4,Observation,a158d75881c11f8d5e2c490e863fcdb5,2024-09-05 22:43:35
4,2,2,2,4,4,3,4,5,3,2,,4,,2,3,4,2,,2,3,,3,3,4,,2,3,3,4,4,2,4,3,1,1,2,1,6,3,Observation,f45cdef295fda2596569ba5ed6b8a447,2024-09-05 22:43:37
4,2,2,4,2,2,2,4,2,4,2,4,2,2,5,2,4,3,4,4,4,3,3,3,4,4,2,3,4,4,3,2,2,4,2,2,1,1,3,4,Nursing Unit 002,d95a2431ea675848ef74840eb420c637,2024-09-05 22:46:24
5,4,2,5,2,2,2,5,2,4,2,4,2,2,5,1,5,5,5,5,5,5,5,2,5,5,1,4,4,4,5,2,2,4,2,2,2,1,2,4,Neuro Science Unit,5202dc7e5c6f76a2caa316b80dccddd8,2024-09-05 23:03:38
5,2,3,4,2,2,2,5,2,4,2,5,1,2,5,1,5,4,5,4,5,4,3,3,4,5,3,4,5,5,3,3,3,3,2,2,2,1,2,4,Neuro Science Unit,06fa597bb0a25957e22ea1d982028054,2024-09-05 23:05:39
5,4,3,2,4,4,4,4,4,2,4,2,3,3,2,3,3,5,3,2,4,4,1,4,5,5,2,2,3,1,5,3,2,2,2,2,2,1,2,4,Orthopedics Unit 001,6c9aa6342e90f72242e215c2bd571a18,2024-09-05 23:38:45
4,3,3,2,2,5,4,3,3,3,3,3,4,3,3,2,3,3,3,2,3,2,3,4,3,4,2,3,2,3,4,2,2,5,2,1,3,1,6,4,Emergency Department,3e8816473f6a154170392bf87f7421d2,2024-09-06 00:17:32
3,4,3,5,2,3,3,5,2,3,1,4,3,3,4,2,3,,,,,,,,,,1,4,5,5,3,,2,4,1,1,1,1,11,3,Neonatal ICU Unit 002 (Sacred Hrt Hosp Pensacola),17274ff514e00e1bcd8de9b91893074f,2024-09-06 00:32:13
5,2,3,4,2,2,2,5,2,2,3,4,2,2,3,2,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,8,4,Neuro Trauma ICU 001,b247b23d766380e67b4a207e38e9fca9,2024-09-06 00:44:57
5,1,3,1,2,3,4,5,4,2,4,3,3,4,1,5,1,3,3,2,4,4,4,3,4,5,5,2,1,1,4,4,4,3,4,4,3,1,34,4,Stepdown Intermediate Care,0f71c31736aa3a8051f35851075d6901,2024-09-06 01:26:08
5,5,3,5,2,2,2,5,2,5,2,5,2,2,5,2,5,4,4,5,5,5,5,2,4,4,1,4,5,4,3,2,2,2,1,1,2,1,6,4,Freestanding ER Dept 001,c4201247f815939e67985cfd8f850f47,2024-09-06 03:11:35
5,2,5,5,2,3,2,5,2,3,4,4,2,2,5,2,3,4,4,5,3,4,4,2,,,1,4,4,3,2,1,2,4,2,2,2,1,6,4,Emergency Department,fbcce5cc04c91bde298f3736cf58408b,2024-09-06 03:43:58
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,2,5,5,2,5,5,5,2,1,,,4,4,3,1,34,15,Infusion Ambulatory 001,e12cd7305d50c466d2c0d15aeeb3e707,2024-09-06 04:15:28
5,3,3,4,1,2,1,5,2,3,3,4,2,2,4,2,4,3,4,4,5,3,4,2,3,4,2,4,2,4,4,3,3,4,2,2,2,1,6,4,Emergency Department,35b41fb1d610286ae11e73def3628c46,2024-09-06 04:23:47
5,4,2,3,1,1,1,5,1,3,3,5,1,1,4,1,4,5,4,3,5,5,4,1,,,1,5,4,4,2,3,1,3,4,3,1,1,6,4,Observation Unit 003,93aaf2bcc3480b2a64a5fe5511f30dbf,2024-09-06 04:49:54
5,5,2,5,2,,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,,,1,5,5,5,1,1,1,5,2,2,1,1,22,12,Freestanding ER Dept 001,94327c6796c4e06198f98191d1f10ae8,2024-09-06 04:57:39
5,5,3,3,3,2,2,5,3,4,3,4,2,2,4,2,4,3,4,4,3,3,3,3,,,2,4,4,4,3,4,,,2,2,2,1,18,14,Surgery,41ef2bb6b29630af058149f0a43c287f,2024-09-06 05:15:08
4,5,1,,1,4,,5,2,2,2,,2,2,3,1,,4,4,5,4,3,3,3,,,1,4,5,5,2,1,1,5,2,2,2,1,6,4,Emergency Department,6ad04f5535731a31149bad970f342718,2024-09-06 05:27:01
5,3,2,5,2,2,2,5,1,2,2,4,2,1,5,2,5,5,5,5,5,5,5,2,5,5,1,5,5,5,2,2,2,5,2,2,2,1,6,12,Freestanding ER Dept 002,eafd876eb0119ec7257c07bfdd4d697a,2024-09-06 05:28:19
5,1,4,1,3,2,2,4,4,2,5,2,4,3,2,5,2,2,2,2,2,2,2,3,3,2,1,2,2,2,4,,,,4,4,3,1,21,14,Diagnostic Radiology Airport,a62bd93cdebff6c6c2b4fea0366779e7,2024-09-06 05:30:32
2,1,5,2,3,2,,4,1,,5,2,2,,4,2,,5,5,,4,,,4,,,2,2,1,1,5,1,1,4,2,2,1,1,21,14,Computerized Tomography CT,48ce4ae6d440adc00566ea62509d9ef4,2024-09-06 05:33:58
3,1,3,3,3,5,5,4,4,1,5,2,5,5,3,3,2,5,3,4,4,1,2,4,2,4,3,2,3,1,5,4,5,3,4,2,2,1,6,4,Emergency Department,d6e41700335dd9f695733835f619a372,2024-09-06 05:36:40
5,5,4,4,2,3,2,5,2,4,2,4,2,1,4,1,5,4,4,5,4,4,3,2,3,3,1,3,5,3,4,2,2,5,2,2,2,1,11,4,Pediatric ICU Unit 001,1a9f4b3609219b53a7cab40e50538196,2024-09-06 05:43:45
5,4,1,5,4,1,4,5,3,4,1,4,2,1,5,1,4,5,5,5,5,5,5,2,5,5,2,5,4,4,2,2,1,5,3,3,2,1,18,4,Cardiology Services Admin,ca5b6de3e1a0cd6569a379490b0d73af,2024-09-06 05:49:29
4,5,2,5,2,2,2,4,3,4,2,4,2,2,4,2,4,5,5,5,3,3,5,4,5,5,1,5,5,5,2,2,2,5,4,4,3,2,18,4,Surgery,59160114e4a7696bfd490b0271f9122a,2024-09-06 05:50:23
2,1,4,4,4,4,4,2,2,4,5,4,3,2,2,2,4,2,4,2,5,5,5,2,5,5,1,4,5,4,2,2,2,4,3,3,2,1,21,14,Diagnostic Radiology,783f836fde130948d3c0ebffd315c195,2024-09-06 05:55:51
5,4,2,4,2,3,3,5,1,4,2,4,2,1,4,2,4,4,4,4,5,,5,2,,,2,5,5,4,2,2,,,4,2,2,1,8,24,Case Mgmt,0106d9aecbcd7df297645b815ee54790,2024-09-06 06:15:41
5,5,1,5,2,1,1,5,1,5,1,4,1,1,5,1,5,5,5,5,5,5,5,1,3,5,1,5,5,5,2,2,,,4,4,1,2,34,23,Rehab Administration 001 (ASH Rehab Pensacola),7625b2ca7cd3a8bbb0205d06d75765fc,2024-09-06 06:19:14
5,4,,5,,1,1,5,1,5,,,1,1,5,1,5,5,5,5,5,5,5,1,,,1,5,5,5,1,,,,3,3,2,2,28,24,Total Quality Management,c522104d50360b699aaabdc5a12509fc,2024-09-06 06:34:31
3,3,3,3,3,3,3,,,,,,,,5,1,5,,,,,,,,,,1,4,,,,,,,2,2,2,2,34,24,Surgical Services Admin 001,11d07b9bd8870a7b2dc691e2ba73ef48,2024-09-06 06:54:41
5,4,2,4,2,2,2,5,2,5,2,4,2,2,5,2,5,4,4,4,4,4,4,2,4,4,4,4,4,4,2,2,2,4,2,2,3,1,2,15,Stepdown Intermediate Care,8d4678382a1d031fe1d9b4458bae91eb,2024-09-06 07:02:35
5,4,2,4,3,2,2,5,2,5,2,4,2,2,2,2,3,5,5,5,5,5,5,2,5,5,3,5,5,5,5,2,2,4,3,2,3,1,34,15,Interventional Radiology,ed7c2b35807c1728f1c3301eeb51dc8b,2024-09-06 07:04:58
5,4,3,5,2,3,2,3,2,4,3,4,2,2,4,2,4,5,5,5,4,4,5,2,4,5,1,5,5,5,5,1,1,5,4,2,2,1,18,4,Surgery,b75a07fc465ffb3f5ca7ab04dde3dae7,2024-09-06 07:22:38
5,5,2,2,2,4,4,5,2,2,3,4,4,2,4,2,4,2,2,4,4,4,4,2,2,5,2,4,4,4,4,3,2,4,3,2,1,1,8,4,Neuro Trauma ICU 001,e880a3fee82f1326f2668c1e9515aa85,2024-09-06 07:24:30
5,1,2,5,1,1,1,5,5,2,2,2,2,1,5,1,5,4,5,5,4,,5,2,4,4,3,4,5,5,4,5,5,4,2,2,2,1,18,4,Peds Surgery 001,d625d4a0fbea4dc6360732d0bcf74ec5,2024-09-06 07:46:29
4,4,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,Recovery Room,04a3de89b8873129259db45c0b501680,2024-09-06 07:48:02
4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,4,4,4,3,,,1,3,3,3,3,3,3,3,3,2,2,2,34,4,Utilization Mgmt 001,92fb09aaa52156cdffcc22559e931b8e,2024-09-06 07:50:02
3,3,2,2,2,3,3,2,4,3,3,3,2,2,3,3,4,3,3,3,4,4,4,2,4,4,3,3,4,4,3,2,2,3,2,2,2,1,6,4,Observation Unit 002,556fc7d448dc23becb05320e95efbdab,2024-09-06 07:50:56
4,4,2,4,2,2,2,4,4,5,2,4,2,2,5,2,5,5,4,5,3,3,5,2,4,5,2,3,3,2,4,4,4,4,2,2,3,1,4,4,Orthopedics Unit 001,2e025caf8f370c1696b69b0268b8a617,2024-09-06 07:56:32
4,2,2,4,2,2,2,4,2,4,2,4,2,2,4,2,4,3,3,4,4,5,4,2,4,5,3,4,3,4,3,3,3,3,2,1,2,1,34,4,Medical Oncology Destin,92f00e2c0a1138b87d786ac9b0aa5f8d,2024-09-06 07:58:32
4,2,1,2,1,5,5,5,4,2,3,5,1,3,5,1,5,5,5,5,3,3,3,2,1,5,1,3,5,5,5,4,4,5,2,2,2,1,2,3,Orthopedics Unit 001,7e8e51381e5c59895d3328239409aadc,2024-09-06 08:15:16
5,5,1,4,2,1,2,5,1,4,2,3,2,2,5,1,5,3,4,3,5,5,5,5,5,5,3,4,2,2,2,1,1,5,3,3,2,1,11,4,Neonatal ICU,ad106b73245c2ab1ecfd1891b970635e,2024-09-06 08:17:51
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,,,1,5,5,5,5,1,1,5,3,3,2,1,34,4,Admin Pediatric Svcs 001,334168de62ad4faf665f6a35112b4c91,2024-09-06 08:29:22
5,3,2,4,4,2,1,5,2,5,2,5,2,1,4,2,5,4,4,5,4,4,5,3,4,5,4,4,2,3,5,2,2,,4,2,3,1,6,16,Emergency Department Peds,0bc3fccbe7bf9c9e893eeb8082407be2,2024-09-06 08:32:32
5,2,5,5,3,2,2,5,2,5,5,5,3,2,4,1,5,3,3,4,4,2,2,3,,4,2,3,1,1,5,3,2,5,2,2,2,1,4,4,Bariatric Surgical Unit 001,35dcb5cf4acab49ac8bd8633a37f707f,2024-09-06 08:39:04
4,2,4,2,3,4,5,4,2,2,5,2,4,5,3,2,3,2,3,2,4,4,3,2,1,2,2,2,1,1,4,2,2,4,2,2,2,1,2,4,Nursing Unit 002,e3c8e9d204302ba3ac22ce970a820118,2024-09-06 08:47:22
5,5,3,5,3,3,2,5,3,4,2,4,3,2,5,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,,3,4,4,2,2,1,6,4,Freestanding ER Dept 001,119de580932a1c6e6adeab9eebbdc3ec,2024-09-06 08:48:13
5,4,2,4,2,2,2,4,2,4,2,5,2,2,4,2,5,4,4,4,5,5,5,2,4,4,3,4,4,4,4,2,2,4,4,4,3,1,11,4,Neonatal ICU,f8dbf427de8c4384bb75d3d7b7eededb,2024-09-06 08:57:15
5,4,1,4,1,3,4,5,1,4,4,3,2,4,5,2,5,4,4,5,4,3,4,4,,,2,4,4,2,4,2,2,4,2,2,2,1,8,4,Neuro Trauma ICU 001,d630e2491777236a6f64ba63f251d111,2024-09-06 09:01:00
5,5,1,4,2,1,1,5,1,5,1,5,1,2,4,1,5,4,5,4,4,4,5,1,4,5,2,4,4,4,2,2,2,1,4,4,3,2,11,15,Neonatal ICU Unit 002,2df91d0cd16653b7eaff54a8b74d6db9,2024-09-06 09:07:22
5,4,2,5,2,1,1,5,1,4,2,4,2,1,5,1,5,4,5,5,5,4,5,1,5,5,1,5,4,4,2,2,2,5,2,2,1,1,6,24,Freestanding ER Dept 001,546870f271adbce7ce25a3ee385eaf0c,2024-09-06 09:13:37
5,2,2,4,2,2,2,5,2,4,3,4,3,2,4,1,5,3,3,3,4,4,4,2,2,4,2,4,4,2,3,3,2,4,3,3,2,1,11,4,Neonatal ICU,034f372245faaff79f1e20a6e774d1ad,2024-09-06 09:16:17
5,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,4,2,1,3,1,18,4,Interventional Radiology,c150681d76a83461dd886bc11d9cbeb6,2024-09-06 09:24:33
5,4,2,4,,2,,5,2,4,2,,2,,5,2,4,5,5,,5,5,5,1,,,1,5,3,4,3,,,,3,1,2,2,19,14,Respiratory Care Pediatrics,82d9cb3080c6bef29a2697ab5b75a3b2,2024-09-06 09:29:34
5,4,3,4,2,2,2,5,2,4,3,3,3,2,5,2,4,5,5,5,5,5,5,1,4,5,3,4,4,2,2,3,3,4,2,2,2,1,8,4,Neuro Trauma ICU 001,ff64b6d559280da40d6172bb827b25de,2024-09-06 09:39:03
4,5,1,5,4,3,3,4,4,3,2,4,3,3,4,2,4,4,4,4,4,4,4,1,,,1,3,5,5,1,4,4,5,4,2,2,1,1,16,Nursing Administration,ad99e9e0dcc84830243d78243fbb70a3,2024-09-06 09:40:46
5,4,3,4,1,2,2,5,1,4,2,4,2,2,5,2,5,4,4,4,5,4,4,1,3,5,4,5,5,5,5,4,4,5,4,4,3,1,8,15,Neuro Trauma ICU 001,d6cdc87fda57759bdd6a571e4892c5bf,2024-09-06 09:52:19
4,4,2,4,2,2,2,4,2,4,2,4,2,2,4,2,4,4,4,5,4,4,5,2,4,5,1,4,3,4,3,3,3,3,2,2,1,1,6,4,Freestanding ER Dept 001,d7b23ebaf7d78f5b4a7ad3f3a543cf98,2024-09-06 09:57:19
1,4,3,3,1,5,3,3,5,1,2,3,3,1,1,2,3,2,2,2,4,2,1,4,,,1,3,5,5,5,2,2,4,3,2,2,1,18,14,Surgery Recovery Room 001,a31140a4b34da0cd85a127b3d97a5da6,2024-09-06 09:57:57
4,3,3,4,2,2,2,4,2,4,2,4,2,2,4,2,4,5,5,5,5,5,5,1,5,5,3,5,4,4,1,2,2,4,4,3,2,1,18,16,Recovery Room,4c0c2f4f3c415b2cb093e39d91ea9369,2024-09-06 10:02:45
3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,,,3,3,4,3,3,4,4,3,3,3,2,1,21,14,Magnetic Resonance Imaging MRI,2b8ce601fe70b17e160d6e8a10fd9ca1,2024-09-06 10:13:05
4,5,2,4,2,2,2,4,3,4,2,4,2,2,4,2,4,4,4,4,4,4,4,3,,5,1,4,4,4,2,2,2,4,4,2,2,1,8,4,Neuro Trauma ICU 001,2e1974fa5c0fd276129baf626bd63c5e,2024-09-06 10:38:09
5,3,2,5,3,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,4,5,2,5,5,5,1,1,1,4,2,2,1,1,11,4,Peds Acute Care,d426e1f77ca6227c94a4e040f1988851,2024-09-06 10:49:21
5,5,2,5,2,3,2,5,3,5,1,4,1,1,5,1,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,2,2,5,2,2,2,1,11,4,Pediatric ICU Unit 001,b4e1a6f33cc9a960204513ef7eafa081,2024-09-06 11:51:08
5,1,5,2,2,3,3,5,2,3,4,2,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,21,14,Computerized Tomography CT,95bddc843a3e1b24a29c18838cd0decb,2024-09-06 11:51:19
5,5,2,4,2,1,2,5,1,5,2,4,2,2,4,2,4,5,5,5,5,4,4,2,4,3,2,4,4,4,2,2,2,4,2,2,3,1,5,16,Cardiac Care,cce75b281139d8039e5620d894491973,2024-09-06 12:04:19
5,4,2,1,2,2,2,4,4,4,2,2,2,2,4,2,4,3,3,3,3,3,3,2,3,5,1,3,2,2,3,3,3,3,4,4,3,1,21,14,Interventional Radiology,8443fb8efb9bdb1be127dc8177e285e2,2024-09-06 13:49:07
5,2,2,2,1,1,1,4,2,5,2,4,2,3,4,2,4,3,5,3,4,,5,2,3,5,3,4,5,2,4,3,2,5,2,2,3,1,18,15,Surgery,f897e53c4945af6612fe819aa83c159f,2024-09-06 16:34:11
5,3,2,4,3,3,3,3,2,5,3,4,4,3,5,1,4,3,3,3,5,2,2,3,4,4,2,3,3,3,2,2,2,2,4,4,1,1,11,4,Neonatal ICU,c5f39663f6d743badefcf49110e3a297,2024-09-06 16:41:36
3,2,5,3,1,5,,4,3,3,5,2,3,3,4,,4,4,4,3,3,4,4,2,,,1,3,3,3,3,3,3,3,1,1,2,1,5,14,Electrocardiography EKG,9fb242d76992f9290c20f10f21fb3188,2024-09-06 17:29:02
5,4,3,4,3,3,3,4,2,3,3,4,3,3,4,2,4,5,4,4,5,5,5,2,4,5,2,4,4,4,4,2,3,3,2,2,2,1,8,4,Intensive Care Unit,f8d3e36a126096f22d937869b4f147de,2024-09-06 17:48:41
5,4,2,5,3,3,2,5,3,4,2,4,3,2,5,2,5,5,5,4,5,5,4,2,,,1,5,5,5,2,2,3,4,2,2,2,1,11,23,Neonatal ICU Unit 002,21bc6a6b983d9091ce115f056815b335,2024-09-06 17:49:03
5,5,1,5,2,1,1,4,1,5,1,5,1,1,5,1,5,5,5,5,5,4,4,2,4,4,2,5,5,5,5,1,1,5,2,2,1,1,1,12,Respiratory Care 001,ed64089fd1c9557656a3714196b8a356,2024-09-06 18:46:46
5,2,2,4,1,2,2,4,3,4,2,4,2,2,5,2,5,3,3,3,4,4,3,2,4,4,2,4,2,2,4,3,2,4,2,2,2,1,6,4,Emergency Department,3ef010166093463a33a81b7f79a38b9b,2024-09-06 19:48:19
4,4,4,4,3,2,3,4,3,3,2,4,3,2,4,1,5,3,4,4,4,4,,2,5,5,1,3,3,3,3,3,3,4,1,1,2,2,15,14,Monitor Room 001,4b9fbdb189c8f1b4b0104ce1215fa82d,2024-09-06 19:59:09
4,4,2,3,4,3,4,5,2,3,2,4,3,2,4,2,4,5,5,5,4,4,4,3,5,5,2,4,4,4,2,4,3,2,3,3,1,1,8,4,Neonatal ICU,003db7e557f3bb8d1b8817f1b4368cd1,2024-09-06 20:07:52
5,2,3,4,4,2,4,5,4,3,2,3,3,2,4,3,5,4,4,4,5,5,3,3,4,4,1,4,5,5,2,2,3,2,2,2,2,2,15,14,Monitor Room 001,dd0b75d5e84cda54131bca235e62e136,2024-09-06 20:18:27
